original_text,summary
i heard that the magic date for price drop in a number of apple products will be june 30th can anyone second this rumour a motion picture major at the brooks institute of photography ca santa barbara and a foreign student from kuala lumpur malaysia,i heard that the magic date for price drop in a number of apple products will be june 30th can anyone second this rumour a motion picture major at the brooks institute of photography ca santa barbara and a foreign student from kuala lumpur malaysia
i have uploaded the most recent windows drivers for the cirrus gd5426 chip based display cards to the uploads directory at ftp cica indiana edu file is 5426dr13 zip they re very recent i downloaded them from the cirrus bbs 570 226 2365 last night if you are unable to get them there email me and maybe i can upload them to some other sites as well i have a local bus based card vl24 bitblaster from micron but i think the drivers work with isa cards or at least includes drivers for them i found the new drivers to be a significant improvement over the 1 2 version improving my graphic winmarks v3 11 by about 2 million 7 77 to 9 88 although this could be the result of intentional benchmark cheating on cirrus s part but i don t think so from steve gibson s columnist for info world graphic card comparisons also found at the cica ftp site under the name winadv zip i extracted the following for the sake of comparison wintach winbn3 11 word sprsht cad paint overall steve s system 486 33 vlb ati graphics ultra pro 9 33 10 34 20 78 8 28 14 90 13 58 my system 486sx 33 vlb vl24 bitblaster 9 88 8 65 11 71 18 84 15 40 13 65 its no viper but i think its a hell of a deal at about a third of the cost of the ati card and when compared to the other cards included in gibson s review micron system owner s i would be interested to hear your opinions on the dtc 2270vl local bus disk controller my system came with a maxtor 7120 drive 120 mb and at first was only giving me disk winmarks of about 16 kb s i am now at 22 kb s is this about as good as it gets i can t get a norton s sysinfo disk reading because the contoller intercepts the calls at least that was what the program said,i have uploaded the most recent windows drivers for the cirrus gd5426 chip based display cards to the uploads directory at ftp cica indiana edu file is 5426dr13 zip they re very recent i downloaded them from the cirrus bbs 570 226 2365 last night if you are unable to get them there email me and maybe i can upload them to some other sites as well i have a local bus based card vl24 bitblaster from micron but i think the drivers work with isa cards or at least includes drivers for them i found the new drivers to be a significant improvement over the 1 2 version improving my graphic winmarks v3 11 by about 2 million 7 77 to 9 88 although this could be the result of intentional benchmark cheating on cirrus s part but i don t think so from steve gibson s columnist for info world graphic card comparisons also found at the cica ftp site under the name winadv zip i extracted the following for the sake of comparison wintach winbn3 11 word sprsht cad paint overall steve s system 486 33 vlb ati graphics ultra pro 9 33 10 34 20 78 8 28 14 90 13 58 my system 486sx 33 vlb vl24 bitblaster 9 88 8 65 11 71 18 84 15 40 13 65 its no viper but i think its a hell of a deal at about a third of the cost of the ati card and when compared to the other cards included in gibson s review micron system owner s i would be interested to hear your opinions on the dtc 2270vl local bus disk controller my system came with a maxtor 7120 drive 120 mb and at first was only giving me disk winmarks of about 16 kb s i am now at 22 kb s is this about as good as it gets i can t get a norton s sysinfo disk reading because the contoller intercepts the calls at least that was what the program said
well my newsreader shows the uue file as having lots of spaces which means it s broken before i even try to download it did anyone get it to uudecode successfully aengus,well my newsreader shows the uue file as having lots of spaces which means it s broken before i even try to download it did anyone get it to uudecode successfully aengus
when i first setup windows using the self load mode it grabbed about 20 megs of swap file space my 120 meg hd was nearly empty at that time i deleted windows for a time and recently reloaded now my hd is nearly full and windows just took 4 megs i have read somewhere that the best rule of thumb is have your permanent swap file the same size as your regular ram size i have 4 megs of ram and windows took 4 meg perm swap file works very well in fact with my available hd space about 20 megs it won t let me make the swap file any bigger you should change your virtual mem swap file to 8 megs i think that is what you said your ram was c ya artin,when i first setup windows using the self load mode it grabbed about 20 megs of swap file space my 120 meg hd was nearly empty at that time i deleted windows for a time and recently reloaded now my hd is nearly full and windows just took 4 megs i have read somewhere that the best rule of thumb is have your permanent swap file the same size as your regular ram size i have 4 megs of ram and windows took 4 meg perm swap file works very well in fact with my available hd space about 20 megs it won t let me make the swap file any bigger you should change your virtual mem swap file to 8 megs i think that is what you said your ram was c ya artin
greetings i ve had a bunch of problems with the 24x opening a dos window on the desktop can occasionally result in the windows blowing up into a set of horizontal lines hashing the entire desktop nothing can recover this except to completely exit from windows the other irritating problem is that windows that scroll often overwrite lines rather than actually scrolling as if a cr was printed without an lf this seems only to happen to communications programs but i can t nail it down any further than that note though that the comms programs don t have to be communicating even just scrolling back through capture buffers or displaying disk files in these programs causes the problem prior to the latest rev of word perfect for windows wpwin would sometimes blow up and the error message would cite the video driver as the source of the problem i ve still seen this but only once or twice with wpwin 5 2,greetings i ve had a bunch of problems with the 24x opening a dos window on the desktop can occasionally result in the windows blowing up into a set of horizontal lines hashing the entire desktop nothing can recover this except to completely exit from windows the other irritating problem is that windows that scroll often overwrite lines rather than actually scrolling as if a cr was printed without an lf this seems only to happen to communications programs but i can t nail it down any further than that note though that the comms programs don t have to be communicating even just scrolling back through capture buffers or displaying disk files in these programs causes the problem prior to the latest rev of word perfect for windows wpwin would sometimes blow up and the error message would cite the video driver as the source of the problem i ve still seen this but only once or twice with wpwin 5 2
ok will some one out there tell me why how dos 5 can read i havn t tried writing in case it breaks something the win nt ntfs file system i thought ntfs was supposed to be better than the fat system,ok will some one out there tell me why how dos 5 can read i havn t tried writing in case it breaks something the win nt ntfs file system i thought ntfs was supposed to be better than the fat system
the quantum lps 240at is supposed to have a 256k cache on the ide controller built into the card yet when i do a dos dir command on my system the disk is always accessed i can hear the mechanical movement of the heads why is this happening strangely even when i have smartdrive installed every dir command accesses the disk did i somehow de activate the cache this is happening on each of two machines with an lps 240at drive,the quantum lps 240at is supposed to have a 256k cache on the ide controller built into the card yet when i do a dos dir command on my system the disk is always accessed i can hear the mechanical movement of the heads why is this happening strangely even when i have smartdrive installed every dir command accesses the disk did i somehow de activate the cache this is happening on each of two machines with an lps 240at drive
i recently set windows 3 1 up on my 486dx 33 vlb system and i didn t notice until last night that i don t have the 386 icon in my control panel i don t remember windows setup asking me about 386 enhanced mode whether i wanted it or not now i ve got a program that i just bought aldus freehand 3 1 that is telling me that i should be running windows in enhanced mode looks like i m running in standard mode how can switch to enhanced mode without the little icon thingie are there some issues involved with vesa lb systems which cause windows to not want to give you enhanced mode thanks for any help,i recently set windows 3 1 up on my 486dx 33 vlb system and i didn t notice until last night that i don t have the 386 icon in my control panel i don t remember windows setup asking me about 386 enhanced mode whether i wanted it or not now i ve got a program that i just bought aldus freehand 3 1 that is telling me that i should be running windows in enhanced mode looks like i m running in standard mode how can switch to enhanced mode without the little icon thingie are there some issues involved with vesa lb systems which cause windows to not want to give you enhanced mode thanks for any help
i m posting this for a friend i have an immediate need for a polygon based hidden line removal program i can deal with any input output format but i need to be able to do perspective views in any orientation and range is there a public domain hidden line program around it seems like there should be but i have not been able to locate one,i m posting this for a friend i have an immediate need for a polygon based hidden line removal program i can deal with any input output format but i need to be able to do perspective views in any orientation and range is there a public domain hidden line program around it seems like there should be but i have not been able to locate one
i m in need of a videotaped copy of a pc pd program please let me know if you can do this,i m in need of a videotaped copy of a pc pd program please let me know if you can do this
does anybody know where i can get via anonymous ftp or otherwise a postscript driver for the graphics libraries gino verison 3 0a we are runnining on a vax vms and are looking for a way outputing our plots to a postscript file thanks in advance,does anybody know where i can get via anonymous ftp or otherwise a postscript driver for the graphics libraries gino verison 3 0a we are runnining on a vax vms and are looking for a way outputing our plots to a postscript file thanks in advance
i m sure the whole newspaper is copyrighted they could have gotten permission to use the image under their own copyright,i m sure the whole newspaper is copyrighted they could have gotten permission to use the image under their own copyright
this may be a dumb question but i need to put a hard drive on my father s pc xt either mfm rll or ide i know how to hook it up but how do i tell the computer the geometry of the drive on my 386 you set it in the bios but i doubt that s how it s done on an xt i thought it might be software with the controller card but the ide card for xt s that i saw didn t come with any also how do i low level format it once it s on the computer assuming a drive which needs formatting advthanksance,this may be a dumb question but i need to put a hard drive on my father s pc xt either mfm rll or ide i know how to hook it up but how do i tell the computer the geometry of the drive on my 386 you set it in the bios but i doubt that s how it s done on an xt i thought it might be software with the controller card but the ide card for xt s that i saw didn t come with any also how do i low level format it once it s on the computer assuming a drive which needs formatting advthanksance
i am in need of the driver for the bernoulli cartridge on a dataframe xp60 b the hard disk on the system got fried and i haven t been able to locate the original disks if anyone has it or know where i can get this please let me know via e mail thanks in advance wayne lyle,i am in need of the driver for the bernoulli cartridge on a dataframe xp60 b the hard disk on the system got fried and i haven t been able to locate the original disks if anyone has it or know where i can get this please let me know via e mail thanks in advance wayne lyle
i m looking for any information regarding text search engines specifically i d prefer source or binaries which will run in a ms windows and or unix environment scanning either flat files or common db structures references to pd shareware or commercial implementations welcome please reply via email i ll summarize if desired thanx,i m looking for any information regarding text search engines specifically i d prefer source or binaries which will run in a ms windows and or unix environment scanning either flat files or common db structures references to pd shareware or commercial implementations welcome please reply via email i ll summarize if desired thanx
i originally posted a complaint about how noisy my pc was i got several useful suggestions but 1 was the most seductive run your pc in silence by removing the fan altogether two variables 1 i always run my pc without the cover and 2 i d be willing to attach a cpu cooler if that would make a difference should i try to run my pc without a fan i know it sounds like utter folly so i m asking has anyone done this succesfully or tragically you re answer may save my pc thanks,i originally posted a complaint about how noisy my pc was i got several useful suggestions but 1 was the most seductive run your pc in silence by removing the fan altogether two variables 1 i always run my pc without the cover and 2 i d be willing to attach a cpu cooler if that would make a difference should i try to run my pc without a fan i know it sounds like utter folly so i m asking has anyone done this succesfully or tragically you re answer may save my pc thanks
this is not necessary all you have to do is modify the config sys on d or the real boot up partition disk then you can manually copy it to c or allow stacker to do it on boot up likewise with the autoexec bat private note to jennifer fakult this post may contain one or more of the following sarcasm cycnicism irony or humor please be aware of this possibility and do not allow yourself to be confused and or thrown for a loop if in doubt assume all of the above,this is not necessary all you have to do is modify the config sys on d or the real boot up partition disk then you can manually copy it to c or allow stacker to do it on boot up likewise with the autoexec bat private note to jennifer fakult this post may contain one or more of the following sarcasm cycnicism irony or humor please be aware of this possibility and do not allow yourself to be confused and or thrown for a loop if in doubt assume all of the above
hello i have a 486sx25 isa machine with pheonix bios currently i have 8 megabytes of ram installed via eight 1 mg simms on the motherboard ie both banks are full and there is no space for more simms i am thinking of running os2 on my machine and possibly linux with x windows and i know that more ram would be helpful however with simms the only solution i can see is to sell my 8 megs for about 180 and by 4 4mg simms for about 400 used apart from the fact that i can t afford the price right now the entire process of selling ram and buying it used probably means that the machine might be down for a number of days which i would rather avoid so my question is do the at ram boards that plug into a free slot work well with a 486 isa machine i have seen some being sold used for about 90 with 4 mg with space for another 4mg s if these boards do work how do they do it is a device driver needed or will the bios pickup the extra ram as it does with the simms on the mother board i know that the isa expansions slots are 16 bits and 486 simm memory is 32 bits so probably all of this is just wishful thinking however any help is truly appreciated eric,hello i have a 486sx25 isa machine with pheonix bios currently i have 8 megabytes of ram installed via eight 1 mg simms on the motherboard ie both banks are full and there is no space for more simms i am thinking of running os2 on my machine and possibly linux with x windows and i know that more ram would be helpful however with simms the only solution i can see is to sell my 8 megs for about 180 and by 4 4mg simms for about 400 used apart from the fact that i can t afford the price right now the entire process of selling ram and buying it used probably means that the machine might be down for a number of days which i would rather avoid so my question is do the at ram boards that plug into a free slot work well with a 486 isa machine i have seen some being sold used for about 90 with 4 mg with space for another 4mg s if these boards do work how do they do it is a device driver needed or will the bios pickup the extra ram as it does with the simms on the mother board i know that the isa expansions slots are 16 bits and 486 simm memory is 32 bits so probably all of this is just wishful thinking however any help is truly appreciated eric
hi there i have a mac lc and consider buying cd300 i ve been told however that 1 the double speed of cd300 is achievable only on machines with scsi 2 2 the double speed is a prerequisite for photocd multisession capability which i need 3 which means i seem to gain nothing compared with say cd150 any comments thanx,hi there i have a mac lc and consider buying cd300 i ve been told however that 1 the double speed of cd300 is achievable only on machines with scsi 2 2 the double speed is a prerequisite for photocd multisession capability which i need 3 which means i seem to gain nothing compared with say cd150 any comments thanx
hi i got hold of an old zenith 286 laptop with model zwl 183 45 the hard disk is dead but the rest seems to work i took the zenith apart and found a very strange disk for wich i now try to replace the disk is marked jvc model jd3824r00 1 has anyone any specs on this disk or suggestion where i can find it or a cheap replacement for it thanks for your help michael michael thurbin michael pcmith rks se,hi i got hold of an old zenith 286 laptop with model zwl 183 45 the hard disk is dead but the rest seems to work i took the zenith apart and found a very strange disk for wich i now try to replace the disk is marked jvc model jd3824r00 1 has anyone any specs on this disk or suggestion where i can find it or a cheap replacement for it thanks for your help michael michael thurbin michael pcmith rks se
does anyone know of a program for the pc that will take autocad dxf format files and convert them to a raster format like pcx gif etc thanks in advance ed,does anyone know of a program for the pc that will take autocad dxf format files and convert them to a raster format like pcx gif etc thanks in advance ed
,
just wanted to ask a question i bought a hard disk drive second hand the other day and i opened the packaging up and saw that there was a small sticker on the drive that had a little red apple with a bite taken out of it it s socket did not look the same as my existing hard disk that is in my computer already it has fifty little pins sticking out from it instead of the 39 that is sticking out of my old hard disk i don t know if disk drives for the apple or mac are different from ones used in at clones so could someone tell me if i could use this hard disk on my at clone if not what did i just purchase it s a quantum prodrive it s dated 1988 on the green board will i need a controller add in card all the help is much appreciated thanks,just wanted to ask a question i bought a hard disk drive second hand the other day and i opened the packaging up and saw that there was a small sticker on the drive that had a little red apple with a bite taken out of it it s socket did not look the same as my existing hard disk that is in my computer already it has fifty little pins sticking out from it instead of the 39 that is sticking out of my old hard disk i don t know if disk drives for the apple or mac are different from ones used in at clones so could someone tell me if i could use this hard disk on my at clone if not what did i just purchase it s a quantum prodrive it s dated 1988 on the green board will i need a controller add in card all the help is much appreciated thanks
i am resending this message because my news program may have goofed the first time terry i recently bought an lciii and a datadesk 101e i don t remember trying to rebuild the desktop with it however it did give me a strange problem when i held down shift during startup to disable all extensions nothing happened i tried it with another keyboard using the same adb connector cable and it worked with the other keyboard the shift key on the datadesk keyboard worked well otherwise i checked the dipswitches and they are fine try disabling your extensions and tell me if it works i am annoyed with datadesk i sent them the keyboard in the mail for inspection repair replacement the technician on the phone said they have a 10 14 day turn around time meaning you should receive the inspected repaired keyboard in that time well they have had the keyboard for over 3 weeks and i still have gotten very little info from them about it it s annoying because it cost me 12 to send them the keyboard and their technical support line is not toll free tell me if you have a similar experience with them,i am resending this message because my news program may have goofed the first time terry i recently bought an lciii and a datadesk 101e i don t remember trying to rebuild the desktop with it however it did give me a strange problem when i held down shift during startup to disable all extensions nothing happened i tried it with another keyboard using the same adb connector cable and it worked with the other keyboard the shift key on the datadesk keyboard worked well otherwise i checked the dipswitches and they are fine try disabling your extensions and tell me if it works i am annoyed with datadesk i sent them the keyboard in the mail for inspection repair replacement the technician on the phone said they have a 10 14 day turn around time meaning you should receive the inspected repaired keyboard in that time well they have had the keyboard for over 3 weeks and i still have gotten very little info from them about it it s annoying because it cost me 12 to send them the keyboard and their technical support line is not toll free tell me if you have a similar experience with them
if you bought your ide drive from a dealer you shouldn t have to perform a low level format even if the 1st hd is already partitioned into c and d fdisk will automatically assign the 2 nd hd to d and change the 2nd partition of 1st drive to e,if you bought your ide drive from a dealer you shouldn t have to perform a low level format even if the 1st hd is already partitioned into c and d fdisk will automatically assign the 2 nd hd to d and change the 2nd partition of 1st drive to e
i am looking for an inexpensive vlb card and have yet to run across any real reviews of them one of the cards the local stores are pushing is the genoa 8500 for 125 140 apparently it uses a cirrus logic acc chip but i don t know which one gd5426 one of the shops i ve spoken with claims the card out performs the diamond stealth 24 vl and the orchid fahrenheit 1280 plus vl cards s3 86c805 based but that can t be true if it is using the gd5426 i like the price of the genoa 8500 but if it lags in performance behind the s3 cards i ll pay the extra 50 for one of them any info on low end vlb cards would be appreciated if i get replies via email i ll post summary info if anyone else is interested,i am looking for an inexpensive vlb card and have yet to run across any real reviews of them one of the cards the local stores are pushing is the genoa 8500 for 125 140 apparently it uses a cirrus logic acc chip but i don t know which one gd5426 one of the shops i ve spoken with claims the card out performs the diamond stealth 24 vl and the orchid fahrenheit 1280 plus vl cards s3 86c805 based but that can t be true if it is using the gd5426 i like the price of the genoa 8500 but if it lags in performance behind the s3 cards i ll pay the extra 50 for one of them any info on low end vlb cards would be appreciated if i get replies via email i ll post summary info if anyone else is interested
could be better caching on the disk could be faster coil for seeks could be that the disk spins faster so data transfers faster could be that data is packed tighter so it transfers faster could be a faster scsi command decoder in the drive among other things,could be better caching on the disk could be faster coil for seeks could be that the disk spins faster so data transfers faster could be that data is packed tighter so it transfers faster could be a faster scsi command decoder in the drive among other things
does anyone know where i could get some source code for a gif viewer on a pc it doesn t have to be fancy it would be best if it were written in c to display gif pictures on a vga screen i was hoping to get it for free from an ftp site but i haven t been able to find it yet,does anyone know where i could get some source code for a gif viewer on a pc it doesn t have to be fancy it would be best if it were written in c to display gif pictures on a vga screen i was hoping to get it for free from an ftp site but i haven t been able to find it yet
hi netters i often have troubles with my pc and would like to fix it by myself is there any book that show you how to fix your own pc hardware monitor printer problems etc of course no book would tell you the exact problem with your pc but at least it will give a general idea what might be wrong thanks so lot for your help,hi netters i often have troubles with my pc and would like to fix it by myself is there any book that show you how to fix your own pc hardware monitor printer problems etc of course no book would tell you the exact problem with your pc but at least it will give a general idea what might be wrong thanks so lot for your help
i have to beg to differ on this point as the batch file i use to launch cview cd s to the dir where cview resides and then invokes it every time i crash cview the 0 byte temp file is found in the root dir of the drive cview is on just my 0 13 cb,i have to beg to differ on this point as the batch file i use to launch cview cd s to the dir where cview resides and then invokes it every time i crash cview the 0 byte temp file is found in the root dir of the drive cview is on just my 0 13 cb
,
to use the grayscale features i believe you need a mac equipped with colour quickdraw i was told this somewhere or other but it s not mentioned in apple facts guide for apple sellers in the press release or in the technical specs,to use the grayscale features i believe you need a mac equipped with colour quickdraw i was told this somewhere or other but it s not mentioned in apple facts guide for apple sellers in the press release or in the technical specs
in pc magazine april 27 1993 29 although scsi is twice as fasst as esdi 20 faster than ide and support up to 7 devices its acceptance has long been stalled by incompatability problems and installation headaches note what it does not site as a factor price int eh same article the pc would will get plug and play scsi from the article it seems you get plug and play scsi 1 only since scsi 2 in full implimentation has ten not 7 devices scsi 1 intergration is sited as another part of the microsoft plug and play program,in pc magazine april 27 1993 29 although scsi is twice as fasst as esdi 20 faster than ide and support up to 7 devices its acceptance has long been stalled by incompatability problems and installation headaches note what it does not site as a factor price int eh same article the pc would will get plug and play scsi from the article it seems you get plug and play scsi 1 only since scsi 2 in full implimentation has ten not 7 devices scsi 1 intergration is sited as another part of the microsoft plug and play program
i am considering buying borland s paradox for windows since i would like to use a database with windows i don t have use one yet for both work home use i would like to advantage of borland s 129 95 until april 30 offer if this package is everything that borland claims it to be so i was wondering has anybody used this and or have any opinions,i am considering buying borland s paradox for windows since i would like to use a database with windows i don t have use one yet for both work home use i would like to advantage of borland s 129 95 until april 30 offer if this package is everything that borland claims it to be so i was wondering has anybody used this and or have any opinions
their should be no difference in the drive itself between ibm pc and mac the two main differences are the formatting of the disk itself but with the correct software each can read the others and maybe the cable depends on your scsi board on ibm pc if you get some mac softawre to allow mounting of any ibm formatted disk and the correct cable you should br able to mount and read your ibm pc syquest good luck paul paul hardwick technical consulting internet hardwick panix com p o box 1482 for mvs sp xa esa voice 212 535 0998 ny ny 10274 and 3rd party addons fax 212 pending,their should be no difference in the drive itself between ibm pc and mac the two main differences are the formatting of the disk itself but with the correct software each can read the others and maybe the cable depends on your scsi board on ibm pc if you get some mac softawre to allow mounting of any ibm formatted disk and the correct cable you should br able to mount and read your ibm pc syquest good luck paul paul hardwick technical consulting internet hardwick panix com p o box 1482 for mvs sp xa esa voice 212 535 0998 ny ny 10274 and 3rd party addons fax 212 pending
since i repost this message again for the second time i hope to hear from some folks on this topic please reply regards,since i repost this message again for the second time i hope to hear from some folks on this topic please reply regards
jr0930 eve albany edu jr0930 albnyvms bitnet go heavy or go home,jr0930 eve albany edu jr0930 albnyvms bitnet go heavy or go home
however also be aware that implementor s notes are basicly recommendations they are not part of the spec as others have noted many vendors including sgi violate this indeed the main point is to reduce impedance changes and therefore reflections and therefore noise on the bus,however also be aware that implementor s notes are basicly recommendations they are not part of the spec as others have noted many vendors including sgi violate this indeed the main point is to reduce impedance changes and therefore reflections and therefore noise on the bus
hi i am working on a project for my marketing class and i d like to ask your help the assignment is to come up with a product and create a marketing plan for it technical issues are not terribly important at this point well my group s plan is to market a full page monitor for laptop computers it would be a third party product to be installed by authorized repair centers like newer technology s palettebook screen the idea is that the screen would fold in such a way that you would get twice the screen height of a normal screen remember technical issues aside in fact by adjusting the fold of the screen and the monitor configuration you could have regular or full height the screen would probably be monochrome the motivation behind this is that laptop computers seem to be very popular among business people business people also commonly use word processing and spreadsheet applications for which it is very convenient to see a large portion of the document because of the target users and applications color screens aren t really a neccessity we could hopefully keep the cost between 2000 and 3000 now please don t write this off as completely ridiculous i really need some constructive feedback so if you would please reply to me via email and let me know 1 if you would consider buying a full page laptop screen 2 how much you would be willing to pay for it 3 any helpful commentaries on the idea also if you take this idea and make a lot of money off it doubtful but who knows please send me some thanks in advance,hi i am working on a project for my marketing class and i d like to ask your help the assignment is to come up with a product and create a marketing plan for it technical issues are not terribly important at this point well my group s plan is to market a full page monitor for laptop computers it would be a third party product to be installed by authorized repair centers like newer technology s palettebook screen the idea is that the screen would fold in such a way that you would get twice the screen height of a normal screen remember technical issues aside in fact by adjusting the fold of the screen and the monitor configuration you could have regular or full height the screen would probably be monochrome the motivation behind this is that laptop computers seem to be very popular among business people business people also commonly use word processing and spreadsheet applications for which it is very convenient to see a large portion of the document because of the target users and applications color screens aren t really a neccessity we could hopefully keep the cost between 2000 and 3000 now please don t write this off as completely ridiculous i really need some constructive feedback so if you would please reply to me via email and let me know 1 if you would consider buying a full page laptop screen 2 how much you would be willing to pay for it 3 any helpful commentaries on the idea also if you take this idea and make a lot of money off it doubtful but who knows please send me some thanks in advance
i am looking for some fast polygon routines shaded or texture mapped in asm compile with masm or in turbo pascal compile with tp6 it has to be able to run on a 286 but does not have to look super fast on a 286 but must look good on a 386 if anyone has any such code could you please mail it to me or tell me where it can be got thanks in advance,i am looking for some fast polygon routines shaded or texture mapped in asm compile with masm or in turbo pascal compile with tp6 it has to be able to run on a 286 but does not have to look super fast on a 286 but must look good on a 386 if anyone has any such code could you please mail it to me or tell me where it can be got thanks in advance
i am in charge of purchasing some computer software for a small office and i have a few question about microsoft s office pack 1 i was wondering are the programs that are packaged with the office pack winword power point excel and ccmail complete and the latest addition 2 are the programs hobbled in any way 3 can we update single programs at a latter date i e from excel 4 0 to excel 5 4 do you receive all of the necessary disks and documentation 5 is there anything that i should be aware of that makes the office package less of deal that it seems sorry if i seem skeptical put the price for the office package 439 39 on the street sounds like a great deal for the office that is purchasing its first computer and software but all four complete programs for less than 450 makes me just a little suspicious maybe its just me thanks for your help in advance kirt wilson northwestern university,i am in charge of purchasing some computer software for a small office and i have a few question about microsoft s office pack 1 i was wondering are the programs that are packaged with the office pack winword power point excel and ccmail complete and the latest addition 2 are the programs hobbled in any way 3 can we update single programs at a latter date i e from excel 4 0 to excel 5 4 do you receive all of the necessary disks and documentation 5 is there anything that i should be aware of that makes the office package less of deal that it seems sorry if i seem skeptical put the price for the office package 439 39 on the street sounds like a great deal for the office that is purchasing its first computer and software but all four complete programs for less than 450 makes me just a little suspicious maybe its just me thanks for your help in advance kirt wilson northwestern university
i believe that that would be the same as a system error 64 since there is no error 64 then i would guess that it would be a 64 error which is a font manager error of error during font declairation i would assume that the system that s on the floppy that you are trying start up on has a corrupted font in it or something like that mario murphy,i believe that that would be the same as a system error 64 since there is no error 64 then i would guess that it would be a 64 error which is a font manager error of error during font declairation i would assume that the system that s on the floppy that you are trying start up on has a corrupted font in it or something like that mario murphy
hey all we have an old 1990 external hd attached to the plus in our lab it had given us flawless service until last week the problem someone in our lab has an old 512 that was upgraded a couple years ago to a plus with an aftermarket simm scsi setup digigraphics simmer the db25 scsi plug runs through the back of the machine and attaches to the board with a 26 pin rectangular connector well this guy had removed the back from the machine to put more memory in and had disconnected the the scsi plug since the 26 pin connector is symmetrical not keyed he may have reinstalled it upside down essentially reversing the pins on the db25 he came in and asked if he could try out our hd on his scsi port it had never been used naive fools that we are we said o k his computer failed to recognize the drive now none of the computers in our lab will recognize it we tried disk doctor and it doesn t recognize anything on the scsi chain could installing the scsi upside down have wrecked the hd s driver board the drive seems to spin up all right and unpark itself upon powerup the events are too coincidental to attribute the problem to stiction any help greatly appreciated,hey all we have an old 1990 external hd attached to the plus in our lab it had given us flawless service until last week the problem someone in our lab has an old 512 that was upgraded a couple years ago to a plus with an aftermarket simm scsi setup digigraphics simmer the db25 scsi plug runs through the back of the machine and attaches to the board with a 26 pin rectangular connector well this guy had removed the back from the machine to put more memory in and had disconnected the the scsi plug since the 26 pin connector is symmetrical not keyed he may have reinstalled it upside down essentially reversing the pins on the db25 he came in and asked if he could try out our hd on his scsi port it had never been used naive fools that we are we said o k his computer failed to recognize the drive now none of the computers in our lab will recognize it we tried disk doctor and it doesn t recognize anything on the scsi chain could installing the scsi upside down have wrecked the hd s driver board the drive seems to spin up all right and unpark itself upon powerup the events are too coincidental to attribute the problem to stiction any help greatly appreciated
amen i too have learned by example specifically yours but dorsai leads the way unlike other services that are commercial in nature dorsai is a community based service while others charge monthly fees for access dorsai accepts donations from those who can afford to contribute while other systems don t respond to user input dorsai thrives on it other systems sell hardware for a profit dorsai donates hardware to community service groups and to individuals who couldn t afford to normally dorsai lives due to the hacker ethic of charles jack skip cara ira mark david etc etc etc sleepless nights and days working on equipment thats been assembled at the embassy and modifying what ever else available to work the first time in order to keep the slip line up heres to you bud i m one of the few that decided to stay and am damn glad that i did,amen i too have learned by example specifically yours but dorsai leads the way unlike other services that are commercial in nature dorsai is a community based service while others charge monthly fees for access dorsai accepts donations from those who can afford to contribute while other systems don t respond to user input dorsai thrives on it other systems sell hardware for a profit dorsai donates hardware to community service groups and to individuals who couldn t afford to normally dorsai lives due to the hacker ethic of charles jack skip cara ira mark david etc etc etc sleepless nights and days working on equipment thats been assembled at the embassy and modifying what ever else available to work the first time in order to keep the slip line up heres to you bud i m one of the few that decided to stay and am damn glad that i did
within a few months i ll be looking for a job in 3d computer graphics software i m in need of info on companies that do it there s nothing in any of the faq s for this group and nothing at siggraph org at least i couldn t find anything the last computer graphics career handbook was dated 1991 had info on 40 companies but nothing specific on any of them can people please direct me towards more current and detailed sources of information i ll post a summary of sources if there s interest also could you please e mail me our news server is on the fritz thanks brandon,within a few months i ll be looking for a job in 3d computer graphics software i m in need of info on companies that do it there s nothing in any of the faq s for this group and nothing at siggraph org at least i couldn t find anything the last computer graphics career handbook was dated 1991 had info on 40 companies but nothing specific on any of them can people please direct me towards more current and detailed sources of information i ll post a summary of sources if there s interest also could you please e mail me our news server is on the fritz thanks brandon
has anybody made a converter from irit s irt or dat format to pov format thanks,has anybody made a converter from irit s irt or dat format to pov format thanks
