tfidf_vector,class_name
[0. 0. 0. ... 0. 0. 0.],comp.sys.ibm.pc.hardware
[0.20504704 0.         0.         ... 0.         0.         0.        ],comp.windows.x
[0.         0.         0.         ... 0.05484255 0.         0.        ],sci.electronics
[0. 0. 0. ... 0. 0. 0.],rec.motorcycles
[0. 0. 0. ... 0. 0. 0.],talk.politics.guns
[0.         0.         0.         ... 0.15074437 0.         0.        ],comp.sys.mac.hardware
[0. 0. 0. ... 0. 0. 0.],comp.graphics
[0. 0. 0. ... 0. 0. 0.],comp.sys.mac.hardware
[0. 0. 0. ... 0. 0. 0.],misc.forsale
[0. 0. 0. ... 0. 0. 0.],comp.os.ms-windows.misc
[0.         0.         0.         ... 0.07457052 0.         0.        ],comp.sys.mac.hardware
[0.04042946 0.         0.         ... 0.02169699 0.04338885 0.        ],soc.religion.christian
[0.         0.         0.         ... 0.02513071 0.         0.        ],sci.space
[0. 0. 0. ... 0. 0. 0.],soc.religion.christian
[0.         0.         0.         ... 0.29353373 0.11739963 0.        ],comp.graphics
[0. 0. 0. ... 0. 0. 0.],alt.atheism
[0. 0. 0. ... 0. 0. 0.],talk.religion.misc
[0.         0.         0.         ... 0.04075514 0.         0.        ],sci.space
[0.01805716 0.05543952 0.         ... 0.         0.         0.        ],comp.sys.ibm.pc.hardware
[0.07339215 0.         0.08682579 ... 0.         0.         0.        ],comp.windows.x
[0.         0.         0.         ... 0.08331941 0.         0.        ],comp.sys.ibm.pc.hardware
[0. 0. 0. ... 0. 0. 0.],comp.graphics
[0.         0.02262582 0.         ... 0.03559411 0.         0.        ],talk.politics.mideast
[0. 0. 0. ... 0. 0. 0.],sci.electronics
[0. 0. 0. ... 0. 0. 0.],comp.graphics
[0.         0.         0.         ... 0.05922967 0.         0.        ],rec.autos
[0.         0.         0.         ... 0.03746435 0.         0.        ],comp.windows.x
[0. 0. 0. ... 0. 0. 0.],talk.politics.misc
[0.         0.         0.         ... 0.110526   0.         0.14209031],sci.crypt
[0. 0. 0. ... 0. 0. 0.],comp.windows.x
[0.         0.         0.08606333 ... 0.03904096 0.         0.        ],sci.med
[0.         0.         0.         ... 0.16613767 0.03164153 0.        ],alt.atheism
[0. 0. 0. ... 0. 0. 0.],talk.politics.misc
[0.         0.         0.         ... 0.03731607 0.         0.        ],misc.forsale
[0. 0. 0. ... 0. 0. 0.],talk.religion.misc
[0. 0. 0. ... 0. 0. 0.],soc.religion.christian
[0. 0. 0. ... 0. 0. 0.],misc.forsale
[0.         0.         0.         ... 0.05628384 0.         0.        ],sci.med
[0. 0. 0. ... 0. 0. 0.],talk.politics.misc
[0. 0. 0. ... 0. 0. 0.],rec.sport.hockey
[0. 0. 0. ... 0. 0. 0.],sci.electronics
[0.         0.         0.         ... 0.04398821 0.         0.        ],talk.politics.guns
[0. 0. 0. ... 0. 0. 0.],sci.electronics
[0. 0. 0. ... 0. 0. 0.],comp.windows.x
[0. 0. 0. ... 0. 0. 0.],comp.windows.x
[0.         0.         0.         ... 0.01173141 0.         0.        ],sci.med
[0. 0. 0. ... 0. 0. 0.],talk.politics.misc
[0.         0.         0.         ... 0.04233162 0.         0.        ],comp.os.ms-windows.misc
[0. 0. 0. ... 0. 0. 0.],talk.politics.misc
[0.         0.08804059 0.         ... 0.         0.         0.        ],sci.crypt
[0. 0. 0. ... 0. 0. 0.],rec.motorcycles
[0. 0. 0. ... 0. 0. 0.],talk.politics.misc
[0. 0. 0. ... 0. 0. 0.],sci.med
[0.         0.         0.         ... 0.03516549 0.         0.        ],comp.os.ms-windows.misc
[0. 0. 0. ... 0. 0. 0.],comp.os.ms-windows.misc
[0. 0. 0. ... 0. 0. 0.],talk.religion.misc
[0. 0. 0. ... 0. 0. 0.],rec.autos
[0. 0. 0. ... 0. 0. 0.],comp.sys.ibm.pc.hardware
[0. 0. 0. ... 0. 0. 0.],misc.forsale
[0.         0.         0.         ... 0.11293312 0.         0.        ],comp.sys.mac.hardware
[0.         0.28796329 0.         ... 0.05033482 0.         0.        ],comp.windows.x
[0. 0. 0. ... 0. 0. 0.],misc.forsale
[0. 0. 0. ... 0. 0. 0.],comp.sys.ibm.pc.hardware
[0. 0. 0. ... 0. 0. 0.],sci.crypt
[0.         0.         0.21374053 ... 0.         0.         0.        ],talk.politics.misc
[0. 0. 0. ... 0. 0. 0.],talk.religion.misc
[0. 0. 0. ... 0. 0. 0.],talk.religion.misc
[0. 0. 0. ... 0. 0. 0.],talk.politics.misc
[0. 0. 0. ... 0. 0. 0.],alt.atheism
[0. 0. 0. ... 0. 0. 0.],rec.sport.hockey
[0. 0. 0. ... 0. 0. 0.],sci.electronics
[0.1245669  0.12748278 0.         ... 0.06685043 0.         0.        ],sci.med
[0. 0. 0. ... 0. 0. 0.],talk.religion.misc
[0.         0.         0.         ... 0.26382525 0.         0.        ],talk.politics.guns
[0. 0. 0. ... 0. 0. 0.],soc.religion.christian
[0. 0. 0. ... 0. 0. 0.],comp.sys.ibm.pc.hardware
[0. 0. 0. ... 0. 0. 0.],rec.sport.baseball
[0. 0. 0. ... 0. 0. 0.],rec.motorcycles
[0. 0. 0. ... 0. 0. 0.],rec.sport.baseball
[0.         0.         0.         ... 0.15487642 0.         0.        ],comp.graphics
[0. 0. 0. ... 0. 0. 0.],rec.sport.baseball
[0. 0. 0. ... 0. 0. 0.],rec.motorcycles
[0.         0.         0.         ... 0.15800761 0.         0.        ],soc.religion.christian
[0. 0. 0. ... 0. 0. 0.],comp.sys.mac.hardware
[0. 0. 0. ... 0. 0. 0.],sci.crypt
[0. 0. 0. ... 0. 0. 0.],talk.religion.misc
[0. 0. 0. ... 0. 0. 0.],comp.windows.x
[0. 0. 0. ... 0. 0. 0.],rec.sport.hockey
[0. 0. 0. ... 0. 0. 0.],sci.space
[0.         0.         0.         ... 0.25976356 0.01129273 0.        ],soc.religion.christian
[0. 0. 0. ... 0. 0. 0.],rec.sport.baseball
[0. 0. 0. ... 0. 0. 0.],alt.atheism
[0.         0.         0.         ... 0.04332428 0.         0.        ],sci.space
[0. 0. 0. ... 0. 0. 0.],sci.space
[0. 0. 0. ... 0. 0. 0.],alt.atheism
[0. 0. 0. ... 0. 0. 0.],comp.sys.ibm.pc.hardware
[0.         0.         0.         ... 0.07806743 0.         0.        ],alt.atheism
[0. 0. 0. ... 0. 0. 0.],talk.religion.misc
[0. 0. 0. ... 0. 0. 0.],sci.med
[0. 0. 0. ... 0. 0. 0.],talk.politics.mideast
[0.         0.         0.         ... 0.04403421 0.         0.        ],talk.politics.mideast
[0.         0.         0.         ... 0.05676249 0.         0.        ],sci.electronics
[0. 0. 0. ... 0. 0. 0.],sci.crypt
[0. 0. 0. ... 0. 0. 0.],misc.forsale
[0.         0.         0.         ... 0.07703235 0.         0.        ],soc.religion.christian
[0. 0. 0. ... 0. 0. 0.],alt.atheism
[0. 0. 0. ... 0. 0. 0.],comp.graphics
[0. 0. 0. ... 0. 0. 0.],comp.os.ms-windows.misc
[0. 0. 0. ... 0. 0. 0.],rec.autos
[0. 0. 0. ... 0. 0. 0.],comp.windows.x
[0.10999929 0.         0.         ... 0.         0.         0.        ],alt.atheism
[0. 0. 0. ... 0. 0. 0.],comp.os.ms-windows.misc
[0. 0. 0. ... 0. 0. 0.],rec.sport.hockey
[0. 0. 0. ... 0. 0. 0.],comp.os.ms-windows.misc
[0.         0.02611995 0.         ... 0.02739397 0.         0.        ],comp.windows.x
[0.         0.         0.         ... 0.03775533 0.02516725 0.        ],talk.politics.misc
[0.         0.         0.         ... 0.09924367 0.         0.        ],rec.motorcycles
[0. 0. 0. ... 0. 0. 0.],sci.electronics
[0. 0. 0. ... 0. 0. 0.],misc.forsale
[0. 0. 0. ... 0. 0. 0.],sci.crypt
[0. 0. 0. ... 0. 0. 0.],comp.os.ms-windows.misc
[0.         0.         0.         ... 0.25179803 0.         0.        ],comp.windows.x
[0. 0. 0. ... 0. 0. 0.],sci.space
[0. 0. 0. ... 0. 0. 0.],talk.politics.misc
[0.         0.         0.         ... 0.12913565 0.         0.        ],sci.space
[0. 0. 0. ... 0. 0. 0.],sci.electronics
[0. 0. 0. ... 0. 0. 0.],comp.os.ms-windows.misc
[0. 0. 0. ... 0. 0. 0.],sci.space
[0. 0. 0. ... 0. 0. 0.],soc.religion.christian
[0.         0.         0.07572598 ... 0.03435162 0.         0.        ],sci.space
[0. 0. 0. ... 0. 0. 0.],talk.politics.misc
[0.         0.         0.         ... 0.07314904 0.         0.        ],soc.religion.christian
[0. 0. 0. ... 0. 0. 0.],comp.sys.ibm.pc.hardware
[0. 0. 0. ... 0. 0. 0.],sci.crypt
[0. 0. 0. ... 0. 0. 0.],rec.autos
[0.         0.         0.         ... 0.04121769 0.         0.        ],sci.space
[0. 0. 0. ... 0. 0. 0.],talk.politics.misc
[0.         0.         0.08268688 ... 0.0750186  0.15001949 0.        ],talk.politics.guns
[0. 0. 0. ... 0. 0. 0.],sci.electronics
[0. 0. 0. ... 0. 0. 0.],rec.sport.hockey
[0. 0. 0. ... 0. 0. 0.],sci.electronics
[0.         0.         0.         ... 0.03495338 0.         0.        ],soc.religion.christian
[0.         0.         0.         ... 0.05094564 0.         0.        ],comp.sys.mac.hardware
[0. 0. 0. ... 0. 0. 0.],misc.forsale
[0. 0. 0. ... 0. 0. 0.],rec.motorcycles
[0. 0. 0. ... 0. 0. 0.],talk.religion.misc
[0. 0. 0. ... 0. 0. 0.],rec.motorcycles
[0.        0.        0.        ... 0.0349556 0.        0.       ],comp.windows.x
[0.         0.         0.         ... 0.06723646 0.         0.        ],rec.sport.hockey
[0. 0. 0. ... 0. 0. 0.],comp.sys.ibm.pc.hardware
[0.         0.         0.         ... 0.14653507 0.         0.        ],comp.graphics
[0. 0. 0. ... 0. 0. 0.],sci.crypt
[0.06679878 0.         0.         ... 0.07169685 0.         0.        ],rec.sport.hockey
[0. 0. 0. ... 0. 0. 0.],sci.electronics
[0.         0.         0.         ... 0.04451855 0.         0.        ],comp.graphics
[0. 0. 0. ... 0. 0. 0.],talk.politics.mideast
[0. 0. 0. ... 0. 0. 0.],soc.religion.christian
[0. 0. 0. ... 0. 0. 0.],talk.politics.guns
[0. 0. 0. ... 0. 0. 0.],comp.graphics
[0. 0. 0. ... 0. 0. 0.],talk.religion.misc
[0. 0. 0. ... 0. 0. 0.],comp.graphics
[0. 0. 0. ... 0. 0. 0.],talk.politics.misc
[0. 0. 0. ... 0. 0. 0.],sci.crypt
[0. 0. 0. ... 0. 0. 0.],comp.os.ms-windows.misc
[0. 0. 0. ... 0. 0. 0.],talk.religion.misc
[0.         0.         0.         ... 0.04924219 0.         0.        ],comp.graphics
[0. 0. 0. ... 0. 0. 0.],comp.graphics
[0. 0. 0. ... 0. 0. 0.],sci.med
[0.         0.         0.         ... 0.03967165 0.         0.        ],comp.os.ms-windows.misc
[0. 0. 0. ... 0. 0. 0.],rec.sport.hockey
[0. 0. 0. ... 0. 0. 0.],talk.politics.mideast
[0. 0. 0. ... 0. 0. 0.],rec.sport.baseball
[0.         0.         0.         ... 0.09427016 0.         0.        ],comp.sys.ibm.pc.hardware
[0. 0. 0. ... 0. 0. 0.],comp.os.ms-windows.misc
[0.         0.03924908 0.         ... 0.         0.         0.        ],sci.electronics
[0.2032925 0.        0.        ... 0.        0.        0.       ],comp.sys.mac.hardware
[0.         0.         0.         ... 0.06209074 0.         0.        ],sci.electronics
[0.         0.         0.         ... 0.05048415 0.         0.        ],talk.politics.misc
[0.        0.0939976 0.        ... 0.        0.        0.       ],comp.sys.ibm.pc.hardware
[0. 0. 0. ... 0. 0. 0.],comp.sys.mac.hardware
[0. 0. 0. ... 0. 0. 0.],talk.politics.mideast
[0.         0.         0.         ... 0.03392161 0.         0.        ],comp.graphics
[0.0696514 0.        0.        ... 0.        0.        0.       ],rec.motorcycles
[0.         0.06176482 0.         ... 0.         0.         0.        ],sci.crypt
[0. 0. 0. ... 0. 0. 0.],sci.med
[0. 0. 0. ... 0. 0. 0.],comp.sys.mac.hardware
[0. 0. 0. ... 0. 0. 0.],comp.windows.x
[0. 0. 0. ... 0. 0. 0.],rec.sport.baseball
[0. 0. 0. ... 0. 0. 0.],comp.windows.x
[0. 0. 0. ... 0. 0. 0.],rec.motorcycles
[0. 0. 0. ... 0. 0. 0.],sci.electronics
[0. 0. 0. ... 0. 0. 0.],rec.sport.hockey
[0. 0. 0. ... 0. 0. 0.],misc.forsale
[0.        0.        0.        ... 0.0816523 0.        0.       ],sci.crypt
[0.         0.04028427 0.         ... 0.         0.         0.        ],soc.religion.christian
[0.         0.         0.         ... 0.04635898 0.         0.        ],comp.sys.mac.hardware
[0. 0. 0. ... 0. 0. 0.],alt.atheism
[0.         0.         0.         ... 0.06295137 0.         0.        ],rec.autos
[0.00402778 0.02061031 0.         ... 0.03890806 0.00432261 0.00555773],sci.space
[0. 0. 0. ... 0. 0. 0.],talk.religion.misc
[0. 0. 0. ... 0. 0. 0.],comp.windows.x
[0.         0.         0.         ... 0.02743862 0.         0.        ],sci.space
[0. 0. 0. ... 0. 0. 0.],rec.autos
[0. 0. 0. ... 0. 0. 0.],alt.atheism
[0. 0. 0. ... 0. 0. 0.],rec.sport.hockey
[0.         0.         0.         ... 0.09543673 0.         0.        ],talk.religion.misc
[0. 0. 0. ... 0. 0. 0.],comp.sys.ibm.pc.hardware
[0.         0.         0.         ... 0.06118637 0.         0.        ],comp.os.ms-windows.misc
[0. 0. 0. ... 0. 0. 0.],comp.windows.x
[0.         0.         0.         ... 0.04089923 0.         0.        ],sci.med
[0. 0. 0. ... 0. 0. 0.],talk.religion.misc
[0. 0. 0. ... 0. 0. 0.],sci.crypt
[0. 0. 0. ... 0. 0. 0.],talk.religion.misc
[0.         0.         0.         ... 0.04930274 0.         0.        ],comp.sys.ibm.pc.hardware
[0. 0. 0. ... 0. 0. 0.],rec.sport.baseball
[0. 0. 0. ... 0. 0. 0.],soc.religion.christian
[0. 0. 0. ... 0. 0. 0.],talk.politics.mideast
[0.         0.         0.         ... 0.06674148 0.         0.        ],sci.med
[0.         0.         0.         ... 0.04626288 0.         0.        ],talk.politics.misc
[0. 0. 0. ... 0. 0. 0.],sci.space
[0. 0. 0. ... 0. 0. 0.],sci.space
[0.        0.        0.        ... 0.0577782 0.        0.       ],sci.electronics
[0. 0. 0. ... 0. 0. 0.],rec.sport.baseball
[0.         0.         0.         ... 0.04237191 0.         0.        ],comp.sys.ibm.pc.hardware
[0. 0. 0. ... 0. 0. 0.],misc.forsale
[0. 0. 0. ... 0. 0. 0.],sci.med
[0.       0.       0.       ... 0.064172 0.       0.      ],comp.graphics
[0. 0. 0. ... 0. 0. 0.],sci.space
[0. 0. 0. ... 0. 0. 0.],talk.politics.guns
[0. 0. 0. ... 0. 0. 0.],rec.sport.baseball
[0. 0. 0. ... 0. 0. 0.],comp.os.ms-windows.misc
[0.         0.         0.         ... 0.11127184 0.1112587  0.        ],talk.politics.guns
[0.         0.         0.         ... 0.14067425 0.         0.        ],sci.electronics
[0.         0.         0.         ... 0.04462204 0.08923354 0.        ],misc.forsale
[0. 0. 0. ... 0. 0. 0.],sci.med
[0. 0. 0. ... 0. 0. 0.],misc.forsale
[0. 0. 0. ... 0. 0. 0.],comp.windows.x
[0. 0. 0. ... 0. 0. 0.],comp.windows.x
[0.7104024 0.        0.        ... 0.        0.        0.       ],alt.atheism
[0. 0. 0. ... 0. 0. 0.],sci.med
[0.         0.         0.         ... 0.05800976 0.         0.        ],comp.sys.mac.hardware
[0. 0. 0. ... 0. 0. 0.],talk.politics.mideast
[0. 0. 0. ... 0. 0. 0.],comp.os.ms-windows.misc
[0.         0.         0.         ... 0.03805097 0.         0.        ],rec.motorcycles
[0.         0.         0.         ... 0.13424164 0.         0.        ],comp.sys.ibm.pc.hardware
[0. 0. 0. ... 0. 0. 0.],sci.med
[0.10867209 0.         0.         ... 0.         0.         0.        ],soc.religion.christian
[0.         0.11875878 0.         ... 0.06227567 0.         0.        ],misc.forsale
[0. 0. 0. ... 0. 0. 0.],soc.religion.christian
[0.         0.         0.         ... 0.11756519 0.         0.        ],rec.motorcycles
[0. 0. 0. ... 0. 0. 0.],talk.politics.guns
[0. 0. 0. ... 0. 0. 0.],talk.politics.misc
[0.         0.         0.         ... 0.02268708 0.         0.        ],comp.windows.x
[0.         0.18719414 0.         ... 0.         0.         0.        ],sci.crypt
[0.         0.         0.         ... 0.04434076 0.         0.        ],rec.sport.baseball
[0. 0. 0. ... 0. 0. 0.],comp.os.ms-windows.misc
[0. 0. 0. ... 0. 0. 0.],comp.sys.mac.hardware
[0. 0. 0. ... 0. 0. 0.],sci.crypt
[0. 0. 0. ... 0. 0. 0.],comp.sys.ibm.pc.hardware
[0.         0.         0.         ... 0.07933161 0.         0.        ],comp.graphics
[0. 0. 0. ... 0. 0. 0.],comp.windows.x
[0.        0.        0.        ... 0.0478467 0.        0.       ],rec.sport.hockey
[0.         0.09626923 0.         ... 0.         0.         0.        ],soc.religion.christian
[0. 0. 0. ... 0. 0. 0.],rec.autos
[0. 0. 0. ... 0. 0. 0.],sci.electronics
[0. 0. 0. ... 0. 0. 0.],rec.sport.baseball
[0.         0.         0.         ... 0.18481016 0.         0.        ],alt.atheism
[0. 0. 0. ... 0. 0. 0.],rec.sport.baseball
[0. 0. 0. ... 0. 0. 0.],comp.graphics
[0. 0. 0. ... 0. 0. 0.],sci.space
[0. 0. 0. ... 0. 0. 0.],sci.med
[0.         0.         0.         ... 0.06196244 0.         0.        ],comp.graphics
[0.         0.         0.         ... 0.05778759 0.         0.        ],talk.religion.misc
[0.08128146 0.         0.         ... 0.13086222 0.         0.        ],talk.politics.mideast
[0.         0.         0.         ... 0.07227799 0.14453891 0.        ],sci.electronics
[0.         0.         0.         ... 0.09282055 0.         0.        ],rec.sport.baseball
[0. 0. 0. ... 0. 0. 0.],talk.politics.misc
[0.         0.         0.         ... 0.         0.         0.17548368],sci.med
[0. 0. 0. ... 0. 0. 0.],sci.crypt
[0.         0.05940772 0.         ... 0.         0.         0.        ],talk.politics.misc
[0. 0. 0. ... 0. 0. 0.],talk.politics.guns
[0. 0. 0. ... 0. 0. 0.],sci.space
[0. 0. 0. ... 0. 0. 0.],comp.sys.mac.hardware
[0. 0. 0. ... 0. 0. 0.],comp.graphics
[0.         0.         0.         ... 0.11961822 0.         0.        ],sci.space
[0.         0.         0.         ... 0.05200894 0.         0.        ],alt.atheism
[0. 0. 0. ... 0. 0. 0.],sci.electronics
[0.         0.         0.         ... 0.04349267 0.         0.        ],soc.religion.christian
[0.04739119 0.         0.         ... 0.02543309 0.         0.        ],talk.politics.guns
[0. 0. 0. ... 0. 0. 0.],sci.space
[0.         0.         0.         ... 0.08110736 0.         0.        ],rec.sport.baseball
[0. 0. 0. ... 0. 0. 0.],soc.religion.christian
[0. 0. 0. ... 0. 0. 0.],talk.politics.mideast
[0.         0.02795132 0.00807779 ... 0.         0.         0.        ],rec.sport.hockey
[0. 0. 0. ... 0. 0. 0.],comp.sys.ibm.pc.hardware
[0. 0. 0. ... 0. 0. 0.],talk.politics.guns
[0. 0. 0. ... 0. 0. 0.],sci.crypt
[0. 0. 0. ... 0. 0. 0.],rec.motorcycles
[0.         0.         0.         ... 0.03784174 0.         0.        ],rec.sport.hockey
[0.         0.         0.         ... 0.08284448 0.         0.        ],sci.space
[0. 0. 0. ... 0. 0. 0.],talk.politics.guns
[0.07417855 0.         0.         ... 0.         0.         0.        ],misc.forsale
[0. 0. 0. ... 0. 0. 0.],sci.med
[0. 0. 0. ... 0. 0. 0.],sci.med
[0. 0. 0. ... 0. 0. 0.],talk.politics.guns
[0. 0. 0. ... 0. 0. 0.],sci.space
[0. 0. 0. ... 0. 0. 0.],rec.sport.hockey
[0.         0.         0.         ... 0.03982762 0.         0.        ],comp.os.ms-windows.misc
[0. 0. 0. ... 0. 0. 0.],sci.med
[0. 0. 0. ... 0. 0. 0.],alt.atheism
[0. 0. 0. ... 0. 0. 0.],sci.med
[0.         0.         0.         ... 0.03530066 0.         0.        ],alt.atheism
[0. 0. 0. ... 0. 0. 0.],comp.graphics
[0. 0. 0. ... 0. 0. 0.],sci.electronics
[0.         0.         0.         ... 0.06492961 0.         0.        ],comp.sys.ibm.pc.hardware
[0. 0. 0. ... 0. 0. 0.],sci.med
[0. 0. 0. ... 0. 0. 0.],comp.graphics
[0.17067589 0.         0.         ... 0.         0.         0.        ],sci.med
[0. 0. 0. ... 0. 0. 0.],misc.forsale
[0.         0.         0.         ... 0.26620365 0.         0.        ],talk.politics.misc
[0.         0.         0.         ... 0.10403854 0.         0.        ],talk.politics.guns
[0. 0. 0. ... 0. 0. 0.],rec.sport.baseball
[0.         0.         0.         ... 0.12685228 0.         0.        ],soc.religion.christian
[0. 0. 0. ... 0. 0. 0.],talk.politics.mideast
[0.         0.         0.         ... 0.07190553 0.         0.        ],sci.space
[0. 0. 0. ... 0. 0. 0.],talk.politics.guns
[0.22335564 0.         0.         ... 0.         0.         0.        ],misc.forsale
[0. 0. 0. ... 0. 0. 0.],comp.windows.x
[0. 0. 0. ... 0. 0. 0.],talk.politics.guns
[0. 0. 0. ... 0. 0. 0.],comp.windows.x
[0.         0.         0.         ... 0.08193252 0.         0.        ],sci.space
[0.         0.         0.         ... 0.09387605 0.         0.        ],comp.graphics
[0. 0. 0. ... 0. 0. 0.],rec.motorcycles
[0. 0. 0. ... 0. 0. 0.],talk.politics.misc
[0. 0. 0. ... 0. 0. 0.],comp.graphics
[0. 0. 0. ... 0. 0. 0.],misc.forsale
[0. 0. 0. ... 0. 0. 0.],talk.politics.guns
[0. 0. 0. ... 0. 0. 0.],sci.crypt
[0. 0. 0. ... 0. 0. 0.],talk.politics.mideast
[0. 0. 0. ... 0. 0. 0.],talk.politics.mideast
[0. 0. 0. ... 0. 0. 0.],comp.sys.ibm.pc.hardware
[0. 0. 0. ... 0. 0. 0.],misc.forsale
[0. 0. 0. ... 0. 0. 0.],comp.os.ms-windows.misc
[0. 0. 0. ... 0. 0. 0.],rec.autos
[0. 0. 0. ... 0. 0. 0.],sci.space
[0. 0. 0. ... 0. 0. 0.],soc.religion.christian
[0. 0. 0. ... 0. 0. 0.],talk.politics.misc
[0. 0. 0. ... 0. 0. 0.],rec.autos
[0. 0. 0. ... 0. 0. 0.],soc.religion.christian
[0.         0.         0.         ... 0.03977056 0.         0.        ],sci.med
[0.         0.         0.         ... 0.09735775 0.         0.        ],comp.windows.x
[0.         0.         0.         ... 0.10150903 0.         0.        ],misc.forsale
[0. 0. 0. ... 0. 0. 0.],sci.electronics
[0. 0. 0. ... 0. 0. 0.],sci.space
[0. 0. 0. ... 0. 0. 0.],comp.sys.mac.hardware
[0.        0.        0.        ... 0.0655516 0.        0.       ],rec.sport.hockey
[0. 0. 0. ... 0. 0. 0.],sci.space
[0. 0. 0. ... 0. 0. 0.],misc.forsale
[0. 0. 0. ... 0. 0. 0.],comp.windows.x
[0.00310049 0.00317307 0.         ... 0.         0.         0.        ],sci.electronics
[0. 0. 0. ... 0. 0. 0.],rec.sport.hockey
[0.         0.         0.08321284 ... 0.11324367 0.         0.        ],sci.med
[0. 0. 0. ... 0. 0. 0.],sci.crypt
[0. 0. 0. ... 0. 0. 0.],comp.windows.x
[0.         0.         0.         ... 0.04446728 0.         0.        ],talk.politics.guns
[0. 0. 0. ... 0. 0. 0.],soc.religion.christian
[0.         0.         0.         ... 0.05022701 0.         0.        ],talk.politics.misc
[0. 0. 0. ... 0. 0. 0.],talk.politics.misc
[0. 0. 0. ... 0. 0. 0.],talk.politics.mideast
[0. 0. 0. ... 0. 0. 0.],alt.atheism
[0.02129683 0.         0.         ... 0.         0.         0.        ],sci.med
[0. 0. 0. ... 0. 0. 0.],comp.sys.ibm.pc.hardware
[0. 0. 0. ... 0. 0. 0.],talk.politics.misc
[0.         0.         0.         ... 0.0115731  0.01157174 0.        ],comp.sys.mac.hardware
[0. 0. 0. ... 0. 0. 0.],comp.sys.ibm.pc.hardware
[0. 0. 0. ... 0. 0. 0.],soc.religion.christian
[0.         0.         0.         ... 0.04052617 0.         0.        ],comp.sys.ibm.pc.hardware
[0.0743256 0.        0.        ... 0.        0.        0.       ],comp.sys.ibm.pc.hardware
[0.         0.         0.         ... 0.04451229 0.         0.        ],talk.politics.misc
[0. 0. 0. ... 0. 0. 0.],misc.forsale
[0. 0. 0. ... 0. 0. 0.],rec.sport.baseball
[0. 0. 0. ... 0. 0. 0.],rec.motorcycles
[0. 0. 0. ... 0. 0. 0.],comp.graphics
[0.         0.         0.         ... 0.         0.13566594 0.        ],sci.space
[0. 0. 0. ... 0. 0. 0.],talk.politics.misc
[0. 0. 0. ... 0. 0. 0.],comp.sys.mac.hardware
[0.         0.         0.         ... 0.0464989  0.09298681 0.        ],comp.os.ms-windows.misc
[0.14363724 0.         0.         ... 0.         0.         0.        ],talk.politics.mideast
[0.         0.         0.15206538 ... 0.         0.         0.        ],rec.motorcycles
[0.         0.         0.         ... 0.01418296 0.         0.        ],soc.religion.christian
[0. 0. 0. ... 0. 0. 0.],sci.crypt
[0. 0. 0. ... 0. 0. 0.],comp.windows.x
[0.         0.         0.         ... 0.08748906 0.         0.        ],rec.autos
[0.05935193 0.         0.         ... 0.06370395 0.         0.        ],rec.motorcycles
[0. 0. 0. ... 0. 0. 0.],talk.religion.misc
[0.         0.13939247 0.         ... 0.         0.         0.        ],comp.sys.mac.hardware
[0. 0. 0. ... 0. 0. 0.],misc.forsale
[0.        0.        0.        ... 0.1497022 0.        0.       ],soc.religion.christian
[0. 0. 0. ... 0. 0. 0.],rec.motorcycles
[0.         0.         0.         ... 0.03584869 0.         0.        ],talk.religion.misc
[0. 0. 0. ... 0. 0. 0.],rec.motorcycles
[0. 0. 0. ... 0. 0. 0.],rec.sport.hockey
[0. 0. 0. ... 0. 0. 0.],sci.space
[0.         0.         0.         ... 0.05850617 0.         0.        ],comp.sys.mac.hardware
[0. 0. 0. ... 0. 0. 0.],comp.sys.ibm.pc.hardware
[0. 0. 0. ... 0. 0. 0.],sci.crypt
[0. 0. 0. ... 0. 0. 0.],sci.electronics
[0.         0.         0.         ... 0.08698397 0.         0.        ],comp.graphics
[0.         0.         0.         ... 0.11617536 0.         0.        ],rec.autos
[0.         0.         0.         ... 0.02389681 0.         0.        ],sci.electronics
[0. 0. 0. ... 0. 0. 0.],sci.med
[0.         0.         0.         ... 0.02907986 0.         0.        ],soc.religion.christian
[0.         0.         0.         ... 0.01506553 0.         0.        ],misc.forsale
[0.         0.         0.         ... 0.04774557 0.         0.        ],comp.windows.x
[0. 0. 0. ... 0. 0. 0.],talk.politics.guns
[0. 0. 0. ... 0. 0. 0.],comp.graphics
[0. 0. 0. ... 0. 0. 0.],talk.politics.guns
[0. 0. 0. ... 0. 0. 0.],rec.motorcycles
[0. 0. 0. ... 0. 0. 0.],sci.electronics
[0. 0. 0. ... 0. 0. 0.],misc.forsale
[0. 0. 0. ... 0. 0. 0.],soc.religion.christian
[0. 0. 0. ... 0. 0. 0.],comp.os.ms-windows.misc
[0. 0. 0. ... 0. 0. 0.],rec.sport.hockey
[0. 0. 0. ... 0. 0. 0.],talk.politics.misc
[0. 0. 0. ... 0. 0. 0.],soc.religion.christian
[0. 0. 0. ... 0. 0. 0.],soc.religion.christian
[0.         0.         0.06393914 ... 0.02900475 0.         0.        ],comp.sys.ibm.pc.hardware
[0.         0.         0.         ... 0.02545057 0.         0.        ],comp.graphics
[0. 0. 0. ... 0. 0. 0.],alt.atheism
[0.01252077 0.         0.         ... 0.         0.         0.01727677],sci.space
[0. 0. 0. ... 0. 0. 0.],comp.sys.ibm.pc.hardware
[0.         0.         0.         ... 0.06604624 0.         0.        ],sci.space
[0. 0. 0. ... 0. 0. 0.],rec.sport.baseball
[0. 0. 0. ... 0. 0. 0.],sci.space
